index,height,upper_leg
47505,172.2,40.2
47506,162.6,36.5
47507,175.3,41.2
47508,185.5,42.5
47509,141.4,33.9
47511,173.5,41.2
47512,180.3,42.2
47513,152.5,33.1
47515,171.1,44.2
47516,166.7,43
47517,153.9,37.8
47518,172,38.1
47519,158.1,32.1
47520,180,39.8
47522,183,42.4
47523,152.7,32.5
47524,168.6,36.3
47527,176,42.1
47528,170,38.2
47530,158.7,40.7
47531,134.3,28.2
47532,158.2,32.7
47533,159.4,36.3
47534,177,44.1
47535,152.3,34.2
47536,163.9,37.7
47537,171.3,42
47538,169.1,39.4
47539,141.2,33.5
47540,157,39
47541,175,40
47543,155,37
47544,183.5,43.6
47547,178.3,40.8
47549,161.7,37.1
47550,159,35
47551,177.2,43.9
47552,173.5,37.5
47553,155.7,38.8
47556,145.3,31.8
47558,179.2,45.4
47560,163.7,39
47562,171.3,42.2
47563,174.3,44.4
47564,167.1,41
47565,169,40.5
47566,172.8,41.2
47567,151.2,41
47571,173.2,46
47572,161.3,34.7
47573,138.4,36.2
47574,164.4,41
47575,169.4,40.8
47577,173.6,40
47578,177.9,39.7
47579,175.6,43.1
47580,165.8,39.9
47585,158.8,35.9
47586,161.8,39
47587,147,32
47588,160.6,34.7
47589,190.6,43.6
47590,162,37.1
47591,187.8,45.4
47593,186.3,44.5
47594,172.7,34.3
47596,156.3,36.5
47598,158.6,38.6
47599,150.8,39.4
47600,181.1,47.8
47601,157.2,33.6
47602,151.3,32.9
47603,171.5,38.6
47604,165,39.4
47605,140.9,37.8
47606,144.9,33.2
47607,169,37.5
47608,140.6,35.7
47610,157.2,34.2
47613,163.2,38.7
47614,157.5,30.7
47615,176,40.6
47616,168.7,39
47617,130.6,28.2
47618,132.2,29.3
47619,153.2,34.2
47620,147.1,28.6
47621,156.1,39.4
47623,178,45
47624,158.3,38.3
47626,164.7,37
47631,174.6,39.4
47632,170.3,38.5
47633,159,38.8
47635,167.6,39
47636,164.7,36.4
47637,174.2,40.2
47638,166.3,37.6
47639,161.2,40
47640,153.6,32.1
47641,181.6,43.3
47642,177.7,43.6
47643,174.9,33.5
47649,172.4,39.7
47650,159.5,38.6
47652,168.7,37.5
47653,179.8,41.5
47654,164.9,39.3
47655,132,31.2
47656,156.3,38
47657,135.6,33.1
47659,183.2,44.1
47660,182.2,43.4
47661,176.2,40
47663,157.9,36.5
47666,178.9,41.1
47668,159.8,34
47671,154.3,34.5
47672,168.6,41.5
47673,190.4,41.5
47674,186.8,44.3
47675,163.7,38.5
47677,163,41.3
47678,173.3,42.5
47679,176.5,42
47681,158.2,37.1
47685,169.9,38.9
47689,152.1,32.5
47690,147,36.3
47692,131.9,30.5
47698,166.1,41.2
47699,165.5,39.3
47700,183.9,42.3
47701,157.3,36.3
47702,155.4,35.2
47704,164.4,36.4
47705,178.6,33.2
47706,174.6,41.2
47708,153.3,35.1
47709,161.6,37
47711,161.2,35.4
47712,161.8,36.4
47715,160.4,38
47716,172,43.8
47717,171.9,36.8
47718,174.7,40.2
47720,141.9,35.1
47721,176.5,43.9
47723,177.7,41.2
47724,158.4,36.6
47725,179.5,42
47727,167,42.4
47728,162.8,39.7
47729,153.5,39
47730,161.3,34.8
47731,179.9,44.1
47732,181.6,43
47733,134.6,29.3
47734,161.9,39.2
47735,160.1,37.8
47736,167.3,37
47737,173.1,42
47738,166.3,38.8
47739,163.2,35.4
47740,160,40.2
47741,174.2,39.7
47742,130.5,32
47743,161.3,40.5
47744,171,41.5
47746,160.9,37
47747,166.2,39.8
47749,157.4,42.3
47751,174.7,42
47753,168.2,39.5
47754,159.4,37.2
47758,159,31
47759,169.9,38
47762,193.9,50
47764,158.2,38.3
47765,163.3,36.6
47766,157.7,41.3
47767,150.7,36.8
47768,151.4,35.8
47769,159.1,37.4
47770,164.4,39
47771,163.5,35
47773,173.6,40
47774,177.9,44.2
47775,168,38.2
47778,165.5,40
47779,153.4,34.3
47781,168.2,38.7
47782,173.9,42
47783,177.5,42.5
47785,191.1,41.4
47787,167.8,40.5
47788,165.6,35.3
47789,166.4,37.9
47790,178.4,42.4
47792,166,40.4
47793,174.7,39
47795,166.8,39.2
47797,173.8,40.4
47799,179.1,42.5
47800,180.2,42.9
47802,163.4,35.4
47803,155.3,31.5
47806,142.1,34
47807,152.6,33.2
47808,168.6,38.8
47809,164.7,34
47810,168.8,39.1
47811,161.8,35
47812,156.3,38.5
47813,186.1,40
47814,168.2,37.4
47815,168.3,40
47816,141.2,34
47817,184.3,45.2
47818,169.3,34.8
47819,175.3,36.1
47821,150.6,33.2
47822,188,41.6
47823,153,32.2
47824,174.3,37.3
47825,150.7,32.9
47826,180.5,42.4
47829,122.5,28
47831,158.6,36
47832,164.2,40.8
47833,181.2,41
47835,180.4,42.1
47837,165.9,36.6
47838,162.4,37.9
47840,151.5,35.5
47842,167.8,40.6
47843,177.5,44.1
47846,177.8,47.5
47847,184.4,39.8
47849,169.4,39.7
47850,157.1,36
47851,157.9,34.7
47854,146.1,33.6
47855,151.1,35.9
47856,175.5,43.2
47857,159.3,39.9
47858,152.4,36
47859,166.1,42
47860,170.5,39.9
47861,154.6,41.8
47862,178.2,43.8
47864,168.3,37.1
47866,167.9,39
47867,159.7,37
47868,169.6,40.5
47869,180.4,40.9
47870,157.1,40
47871,167.8,40.3
47872,160.6,39.2
47874,157.5,37.2
47876,143.6,32.5
47877,172.9,42.2
47878,162.7,40.3
47880,169.4,43.4
47881,190.7,48.7
47882,129,31.2
47885,165,38.6
47886,161.8,35.6
47887,167.7,40.1
47889,132.6,30.4
47890,169.4,39.5
47891,150.3,34
47892,157,33.3
47894,174.5,40.9
47895,165.9,38.4
47896,167.9,36.4
47897,190.8,46
47898,169.3,39.5
47899,157.7,35.2
47901,183.6,37.5
47902,151,34.4
47903,186.7,45.7
47904,184.3,40
47909,151.3,33.3
47910,162.4,36.8
47911,158.4,33
47912,180.9,43.8
47915,146.3,34
47919,173.4,43.4
47920,157.7,36.5
47923,133,31.1
47924,166.5,37
47927,177.1,41.5
47929,175.2,36.4
47930,160.5,38.4
47931,161.2,35.5
47932,161,37
47933,190.2,43.6
47936,162.6,35.1
47937,162.2,36.7
47938,171.8,36
47939,173.9,37.6
47940,180.3,41.6
47941,140.7,30.7
47942,153.3,34.2
47943,162.1,38.4
47945,129.3,30.5
47946,171.1,41
47947,157.4,36
47948,147.1,32.5
47949,163,33
47950,154.1,35.6
47951,177.7,38.7
47953,160.6,39
47954,166.2,36.5
47957,158.4,35.3
47958,162.7,36
47959,179.9,43
47962,158.7,33
47963,159.5,28.7
47964,160.6,42.5
47966,164.4,40.7
47967,169.2,37.6
47971,175.8,38.7
47972,159.7,36
47973,155.7,37.2
47976,173.4,41
47977,172.8,37.8
47978,180.2,41.5
47979,163,37.4
47980,172.4,40.1
47982,195.3,46.3
47986,173.1,35.3
47987,162.6,36.2
47988,172.4,40.8
47992,146.4,37
47993,176.7,42.3
47994,162.2,38.4
47996,132.7,30
47997,160,35.5
48001,149.7,35.8
48002,164,38.7
48003,169,40.1
48005,152.9,35
48006,167.3,37
48007,169.2,38.5
48008,176.4,38.9
48009,159.9,37.7
48010,146.3,33.3
48011,165.6,38.5
48012,164.8,42.6
48013,167.9,41.5
48014,178.9,44.3
48015,152.7,38.1
48016,152,36.9
48017,162.8,39
48018,171.8,35.2
48020,167.7,42.4
48021,165.1,34.2
48023,177.8,38
48024,168.8,38.3
48027,170.1,42.7
48028,170.4,37.6
48029,143.5,33.2
48030,188.5,45.4
48032,171.2,41.2
48033,184,43.1
48035,169.7,42.1
48037,167.1,42
48038,167,30.2
48039,143.4,37.8
48040,165.8,38.3
48041,181.1,45
48042,146.9,34.2
48043,159.2,39
48044,178.7,46.3
48047,157.5,36.7
48048,176.9,39
48049,168.9,43.2
48050,170.5,39.8
48051,168.9,38.1
48052,151.3,36.2
48054,164.2,36.1
48055,159.5,37.2
48056,159.4,38
48058,152.6,32.4
48060,176.9,40.5
48062,163.8,36.1
48063,174.4,40
48064,185.1,47.6
48065,168.1,40.8
48066,151.5,35.8
48067,158.7,36.2
48068,172.9,38.8
48069,159.8,35.9
48070,153.9,33.6
48071,187.8,45
48073,188.5,45.1
48074,175,44
48075,170.1,43.5
48076,166.6,40.2
48077,154.7,34.7
48081,173.4,40.1
48085,128.6,31.7
48086,169.8,37.1
48088,146.4,36.3
48089,184.6,42.1
48090,127.9,27.5
48091,170.6,40
48092,159,39.9
48097,148.8,30
48098,142.8,32.1
48099,176.7,46.9
48100,169.8,34.4
48101,155.7,33.6
48102,133.3,31.6
48103,165.3,31.5
48104,146.3,38.4
48105,164.6,40.2
48107,171.3,35.7
48108,176.8,42.6
48109,162.8,38.7
48112,160.4,35.3
48113,134,32.6
48115,171.1,41.3
48116,163.3,38.2
48117,175.6,40.5
48118,133.7,29.3
48119,154.2,38.6
48120,165.7,42.2
48121,168.5,39.8
48122,138,33
48123,162.4,39
48125,151.8,33
48126,144.8,35.7
48127,170.5,43.5
48129,166,38.3
48130,161.9,41.5
48131,151.4,36.2
48133,170,34.2
48134,161.4,36.8
48135,169.3,37.3
48137,170.1,43
48138,149,34.2
48139,150.8,26.1
48140,156,33.8
48141,165.5,39
48143,165.2,36.3
48144,168.2,37
48147,152.5,38.9
48148,179.3,39.6
48150,177.9,41.2
48151,182.1,44.4
48153,163.5,34.4
48154,172,41.5
48155,156.8,35.4
48156,159.7,35.4
48157,173.4,42.8
48159,168.8,42.8
48160,164.4,38.6
48162,152.9,34.3
48163,160.5,38.8
48164,160.3,33.8
48165,166.3,37.6
48167,172.9,39
48168,171.8,34.7
48169,160.8,36.2
48170,179.8,40.6
48172,180.1,46
48173,165.5,38.8
48174,147.1,33.4
48175,169.4,36.3
48176,168.7,37.9
48177,178.2,39.9
48181,174.6,41.1
48182,184.1,40.2
48186,164.8,39.6
48188,160.6,38.8
48189,165.8,40.4
48190,176.8,41
48191,161.7,34.4
48192,169,39.8
48193,173.8,37.8
48194,155.1,35.1
48195,132.3,34.5
48196,175.2,36.2
48198,164.7,37.9
48199,182.5,42.2
48200,175.2,38.2
48201,180,44.1
48203,181.5,42.6
48204,167.9,41.2
48206,153.3,35
48208,169,39.5
48211,172.3,39.7
48213,174.3,39.1
48214,171.9,36
48215,161.9,36.3
48217,170.5,36
48219,172.6,44
48222,172.5,40.5
48223,165,39.7
48224,179.6,39.1
48225,160.6,36.3
48226,173.8,46
48228,162.6,38.4
48231,158.2,37.5
48236,125.9,29.7
48237,177.1,40.7
48240,184.6,39.4
48241,146.7,33.6
48244,186.2,45.5
48245,168.5,37.3
48246,158.5,37
48247,177.7,47
48248,174.2,40.3
48249,163.1,39.6
48250,156.8,35.8
48251,172.7,39.5
48253,171.7,41.3
48254,138.8,32.4
48255,146.1,32.8
48256,154.3,38.4
48257,152.5,25
48260,163.5,39.8
48262,170.8,46
48263,148.9,35
48264,156.5,35.5
48265,169.6,38.6
48266,164.9,38.3
48268,156.5,36.7
48270,174.4,41.6
48272,159.1,35
48273,127.7,28
48275,168,42.6
48276,177.2,41.6
48277,168.3,38.8
48278,174.8,41.5
48279,154,35.5
48280,134.3,31.1
48281,173.9,42.4
48282,177.6,41
48283,180.3,41.3
48284,179.7,39
48285,156.9,38.5
48286,183.9,43.8
48287,165.3,42
48288,139,33.3
48289,158.9,38
48290,182.4,44
48291,166.7,39.7
48292,155.7,38
48294,174,38.2
48296,170.6,39
48297,173.1,38
48298,176.3,42.9
48300,161.1,37.7
48301,158.1,36.2
48303,177.4,43.4
48305,149.2,35.8
48306,162.5,34.7
48307,180,40.5
48308,178,42
48310,179.4,43.5
48311,131.2,29.7
48312,157.9,35.5
48314,153.3,34.3
48315,156.7,33
48316,153.4,32.1
48317,164.8,38.2
48318,159.5,38
48320,166.9,38.2
48321,181.6,46
48322,158.3,34.1
48323,158.3,35.6
48325,180.1,37.2
48326,169.6,40.2
48328,153.6,35.2
48331,176,40.8
48333,135.8,32.7
48334,167.9,40.2
48335,147.7,33.4
48336,162.9,38.4
48337,160.9,35.1
48338,168.7,37.8
48339,186.4,42.7
48341,165.9,38.3
48342,172.8,40.9
48345,172.1,43
48346,163.9,31.5
48348,165.9,37.6
48349,179,42
48350,156.4,31.6
48352,150.3,34.7
48353,164,38
48354,165.9,37
48355,187.9,49
48356,170.6,38.1
48358,169.2,43
48359,165.6,40.4
48360,179.9,38.8
48361,166.8,40.3
48362,175,38.5
48363,163.5,37.8
48365,151.8,32.2
48366,161.4,35
48367,175.2,47.2
48368,183.9,36.1
48370,152,33.4
48371,176.2,41.8
48372,178.3,40.1
48374,164,35.2
48377,168.4,40.1
48379,165.3,37
48380,163.7,33.7
48381,155.4,36.9
48382,150.8,31.4
48386,122.2,28
48387,171.3,39
48390,185.4,45.1
48391,152.5,36.2
48394,177.6,41.6
48395,143.8,36
48396,159.6,37.5
48397,156.2,38.4
48398,172.5,41.4
48399,191.9,45.9
48401,168.2,37
48402,166.1,41
48403,171.4,41.8
48404,171.9,34
48406,173,43.8
48407,156.6,41.6
48408,158,35
48409,133.9,31.5
48410,174.6,44
48411,153.9,38.5
48413,174.7,38.5
48414,157.1,27
48415,171.8,40.7
48417,168.3,38.1
48418,163.5,37.6
48420,160.1,40.7
48421,134.4,32.7
48422,156.3,35
48423,155.3,40
48424,155.4,34.5
48425,180.8,40.5
48427,168.2,39
48429,153.5,39.6
48431,178.8,42
48433,186.3,43.8
48436,142.5,34.5
48437,156,35.7
48438,162.7,36.7
48439,188.7,46
48441,113.8,22.1
48443,162.1,43.1
48446,164.8,38.5
48449,155.1,33
48450,152.5,31.1
48451,178.4,37.6
48452,182.1,44.4
48453,159.1,28.3
48454,132.8,30
48455,159.1,33.1
48456,167.5,36.2
48458,169.3,38.2
48459,163.4,40
48460,158.3,36.5
48461,180,40.3
48463,164.4,41.5
48464,144.3,32.2
48465,172.3,40
48466,171.1,36
48468,165.7,38.7
48471,164.3,35.2
48473,158.6,36.3
48474,156.8,35.8
48475,173,42
48476,180,45.4
48477,149.8,35.9
48478,175.3,40.4
48480,189.8,42.6
48481,148.6,38
48485,174.2,42.4
48486,172.9,44.4
48488,160.5,35.5
48491,153,36.8
48492,186.5,48.3
48494,166.6,31
48495,159.5,32.9
48496,175,41
48497,158.6,33.2
48498,143.4,32.4
48500,171.7,41.6
48501,160.3,32.4
48502,177.3,42
48503,178.7,40.5
48504,158.2,32.5
48505,157.1,39
48507,169.8,37.3
48508,157,35
48511,136,32.7
48512,174.4,44.1
48513,164.9,38.1
48515,166.2,38.5
48516,152.5,32.8
48517,168.3,41.6
48518,185.2,40
48521,154.1,34
48522,152.2,33.5
48523,157.8,38.1
48524,175.1,41
48525,176.6,40.5
48526,165.9,38.5
48527,161.4,39.7
48528,168.7,40.4
48530,146.3,33.5
48531,165.6,39.2
48532,177.3,45.3
48537,170.3,38.1
48538,167.5,34
48539,174.4,40.2
48540,178,43.3
48541,163.5,40.6
48542,171.1,41
48543,159.7,37
48544,169.9,39.9
48547,160.8,36.5
48548,148.8,37.2
48549,182.7,46
48550,171.1,41.7
48552,175,40.3
48553,164.8,38.2
48554,155.3,32.7
48557,163.2,35
48558,166.8,39
48560,178.7,42
48561,160.6,24.6
48562,182.8,42.1
48563,182,43.5
48564,145.4,31
48565,182.8,40.2
48566,159.5,40.4
48567,171.8,40.2
48569,165.5,40
48571,166.8,38.7
48574,158.8,37.5
48575,163.1,42.3
48576,150.2,29.5
48577,161,37.2
48578,179.6,45.5
48579,155.1,42.4
48580,157.3,38.3
48581,159.7,39.5
48583,177.5,39.1
48585,169.2,38.5
48586,159.9,35.7
48587,171.3,41.9
48588,143.5,27.5
48589,155.8,36.7
48590,171.6,40.4
48592,182.8,42.1
48594,154.5,34.5
48595,151.3,34
48596,172.3,37.9
48597,180.2,42.1
48598,154.2,36
48599,174.1,38.4
48600,154.6,32.1
48604,168.9,40.2
48605,152.4,27.6
48606,159.1,34.5
48608,165.1,40
48609,167.2,38.3
48610,172.6,42.7
48611,168.4,38.6
48612,164.7,41.4
48613,146.4,34.4
48615,168.8,47.1
48616,172.2,41.5
48617,164.3,34
48619,166.7,43.8
48620,166.8,34.9
48621,158.8,36.4
48622,153,34.6
48623,187.9,42
48624,134.3,30
48625,130.1,26.2
48626,159.1,34.2
48627,165.7,40.1
48628,179.3,40.8
48629,178.2,40.4
48630,161,39.1
48632,189.2,40.1
48633,160.1,31.2
48634,139.5,34.5
48637,129.3,31.3
48638,167.3,38.8
48640,176.7,40
48641,176.3,37.5
48642,173.2,36.8
48643,151.1,35.6
48644,172.1,42.5
48645,178.4,38.2
48646,175,38.4
48647,177.4,39.7
48648,171.4,40.3
48649,169.4,39.6
48650,172.5,35.8
48651,171.9,43.6
48655,157.3,35.6
48656,170,41.5
48657,151.7,28
48658,158.1,32.1
48660,174.5,42
48661,176.7,41.8
48664,123.1,27.8
48665,150.3,35
48666,179.5,40.6
48668,161.8,34.7
48670,160.7,36.8
48671,173.1,39.3
48672,153.2,33
48676,155.3,34.3
48677,151.8,37.5
48678,148.4,37
48680,138,31.5
48681,136,29.3
48682,167.7,41.7
48683,168.1,41.4
48684,157.4,37.3
48685,188.3,47
48686,152.3,37
48687,154.4,36
48688,164.3,37
48690,146.4,36.3
48691,178.8,42
48692,166.5,39
48696,174.6,38.3
48697,156.1,35.4
48698,185.7,38
48699,146.9,33.4
48700,135.9,33.1
48701,180.2,45.4
48703,166.3,39.1
48704,154.1,35.5
48705,175.1,45.7
48706,172.8,41.9
48707,148.7,36.6
48708,154.1,35
48710,173.3,40.6
48711,155.8,33
48714,152.2,32.7
48715,153.9,37.8
48716,165.9,38
48717,168.9,42.9
48718,164.3,35.6
48719,158.8,45.1
48720,154.3,33.4
48721,158.5,37.6
48722,179.2,40.9
48724,184.4,44
48725,176.8,40.1
48726,190.7,45.6
48727,174.9,44.4
48729,182.7,43.4
48730,168.5,40.7
48731,166.9,33.6
48733,160.9,42.5
48735,156.4,31.8
48737,177.7,41.3
48740,164.1,37.7
48742,134.1,32.8
48743,163.1,37.1
48744,186.1,44.6
48745,140.4,34.6
48748,151,37.2
48749,155.5,38.3
48751,158.6,32.9
48752,134.5,29
48753,159.2,37.5
48754,146.2,33.1
48755,150.7,34.4
48756,155.9,35.6
48757,183.6,42
48758,176,43.4
48761,153.7,37.2
48762,158,36.5
48764,156,37.7
48765,164.5,35.6
48766,161.7,38
48767,134.6,34
48768,156,40
48770,133.3,30.5
48771,166.2,43.5
48772,152.7,35.5
48773,142.5,31.2
48774,160.1,32
48776,172.1,39.2
48777,162.6,38.6
48779,178.5,40.7
48780,165.4,39.8
48781,153.2,38.1
48782,140.6,33
48784,155.2,34.6
48785,164.4,38.4
48786,183.4,36.3
48787,181.1,44.5
48788,162,32
48789,152.3,34.9
48790,183,47
48791,163.7,37.6
48794,166.5,43.6
48795,152.9,33.5
48796,152,29
48797,165.4,32.3
48798,134.3,32.3
48799,161.1,36.1
48800,171.8,42
48801,170.4,39.4
48803,180.2,41.3
48804,157.9,32.6
48805,154.9,33.4
48806,141.5,35
48807,161.1,40.6
48808,170.5,45.1
48809,151.8,34
48810,162.9,38.8
48811,171.3,40.6
48812,176.2,39.6
48813,174.3,42
48814,171.8,42.1
48815,157.6,36.5
48816,163.8,37
48817,164.2,37.9
48818,182.6,45
48819,159.1,36.6
48820,176.2,40.7
48821,165.2,33.5
48822,128.1,27.3
48823,162.5,37
48826,182.5,38.2
48827,167.5,33.5
48830,174.6,37
48831,148.5,33.4
48833,169.6,36.9
48834,164.1,43.9
48835,157.4,39.9
48836,148.5,34.9
48837,175.6,43.8
48838,182.8,43.5
48839,156.4,38.4
48841,161.5,36.3
48842,177.7,41.5
48843,163.2,39.2
48844,174.8,32
48845,148.1,32.2
48846,159.5,37.7
48847,162.9,39.6
48848,148.9,36.7
48850,134.3,31.7
48851,147.5,32
48853,185.1,43
48854,142.3,37.5
48856,134.7,30.1
48857,156,36.8
48858,149.3,33.3
48859,187.9,45
48860,174.3,37.6
48862,168.8,41.5
48863,174.2,40
48864,161.4,34.3
48865,169.9,31.7
48866,164.3,40.2
48869,139.8,33.8
48871,149.9,31
48873,166.9,40.6
48874,157.1,35.2
48876,150.8,37.4
48877,136.6,31.4
48878,169.7,40.8
48879,150.3,34.7
48880,187.6,46.6
48881,135.9,31.9
48882,159.7,36.4
48883,154.8,39
48884,175.4,43
48886,182.6,39.8
48887,180.2,41.5
48888,182.5,42
48889,160.2,39.9
48891,159.1,33.4
48892,172.3,44.5
48893,165.5,31.5
48895,155.4,37
48896,168.8,41.1
48897,156.9,36.5
48900,151.7,36.2
48901,181.4,41.2
48902,178.4,44.1
48904,173.7,39.3
48906,168.9,39.4
48907,162.3,34.7
48908,167.9,41.4
48910,166.6,39.7
48912,158.3,38.1
48913,188.5,49
48915,163.1,39.5
48917,175.1,37
48918,167,41.7
48919,172,41
48920,141.4,35.2
48921,163.9,41
48922,177.5,41.2
48923,178.8,46.5
48924,162.7,37.5
48925,155.8,35.3
48927,175.3,39.3
48928,164.9,39.6
48929,180.7,42.2
48932,161,38
48933,173.1,41.5
48934,164.7,33.5
48935,166.7,38.4
48936,179.3,44
48937,192.9,44.7
48938,171.6,37.5
48939,153.7,35.1
48941,158.7,34.8
48943,146.5,36
48945,123.6,28.3
48947,167.3,41
48948,166.6,39.7
48949,183,39.9
48950,169.9,41
48951,144.2,30.2
48953,161.5,30.5
48954,166.9,34.7
48955,135.4,33.2
48956,153.5,35.5
48957,175.4,39.7
48958,166.4,40
48960,167.8,37.5
48961,156,41.1
48962,170.5,39.2
48963,152.5,33.4
48964,165.3,37
48965,154.6,36.1
48967,128,28.2
48968,147.8,32.4
48969,183.7,44.4
48970,172.7,39.6
48971,162,39
48972,153.7,39
48974,152.1,33.7
48975,126.2,26.8
48976,160.3,36.4
48977,154.8,35.5
48978,178.7,50.2
48979,176.1,43.1
48981,160.5,41
48982,158.7,37.5
48983,186.6,45.1
48985,179.7,35.9
48986,152.9,31.9
48987,157.9,36.7
48988,162.2,38.4
48991,164.5,39.8
48992,132,29.6
48993,169.3,41.5
48994,152.7,34.9
48995,150.2,38.4
48999,151.4,33.7
49000,154.4,33.1
49001,156.6,30.5
49003,164.6,35.6
49004,149.5,30.2
49006,126.3,29.7
49007,148.9,34.2
49008,160,36.1
49009,173,40.1
49010,173.9,39.7
49012,172.8,31.7
49013,183.6,43
49014,142.8,29.7
49018,185.4,45
49020,163.8,42.3
49021,163.3,36
49022,178.5,44.8
49025,152.4,36.1
49026,152.1,31.6
49028,183.2,42
49030,150,32.5
49033,160.4,37.2
49034,153.3,35.7
49035,166.3,38.1
49036,129.1,32
49038,167.9,38.4
49039,146.5,33.3
49040,172.5,39
49041,158.3,38.4
49044,170.8,46
49045,171.8,41.5
49046,175.1,43.1
49047,169.7,39.9
49048,144.2,35.6
49049,159,36.3
49050,183.7,44.2
49051,179.3,42
49052,183.6,43.8
49053,167.2,39.2
49054,143,34.9
49055,160.6,39
49056,159,36.8
49058,170.3,37.4
49059,158,37.5
49061,159.9,32.7
49062,181.6,44
49063,156.7,37.2
49064,155,36
49065,122.1,28.4
49066,184,39.7
49067,157.8,42.5
49068,189,48.3
49069,163.7,38.6
49070,176.4,41.6
49071,175.3,39.6
49074,163.9,39.2
49075,162.4,34.5
49076,172.5,36.9
49077,160.8,42.6
49078,161.7,33.1
49079,162.9,37.1
49081,164.9,36
49082,168.7,41.6
49083,179.1,42.5
49084,166.7,35.7
49086,169.7,37
49087,185.2,41.3
49088,157.2,35
49090,169.5,39.9
49092,170.4,39.5
49093,170.8,36.5
49095,167.1,34.2
49097,177.1,40.6
49098,178.4,41.7
49099,170.5,40.5
49100,183.4,35.8
49101,158.4,36
49102,158.4,36.2
49103,161.6,40.2
49104,159.6,37.2
49105,167.5,36.9
49106,160.4,34.6
49107,133.4,31.5
49108,174.9,42.9
49109,166.5,40
49110,172.7,43
49113,148.3,28
49114,178,47.7
49115,184.6,43.5
49116,175.1,41
49117,165.5,39.3
49118,175,38.1
49119,168.2,42.1
49120,169.1,38
49121,162.9,35.4
49122,166.5,35
49123,175.8,44.1
49124,165.5,39.7
49127,164.2,32
49129,175.7,42.3
49131,181.1,44.2
49134,176.6,44.6
49135,150.9,35.4
49136,185,40.7
49137,160.1,39
49138,188.4,46.5
49140,164.7,37.8
49143,158.2,38
49145,168.9,41.6
49146,162,35.3
49149,170.9,38.1
49150,165.9,37
49151,166.7,33.4
49152,144.8,36
49153,163.6,38.5
49154,180.5,43.4
49156,164.3,41.1
49157,160.1,34
49158,145.2,32
49159,160,32.8
49160,162.7,37.8
49161,177.8,41.4
49162,177.4,41.6
49163,168.1,37.1
49164,134.5,29.8
49165,157.8,34.7
49166,157.7,35.3
49167,169.4,39.2
49170,175.9,34.7
49171,153.9,41.6
49172,170.9,40.4
49173,152.3,38.7
49174,133.6,29.6
49175,178,41.3
49176,180,43.1
49177,157.2,35.5
49178,165.8,37.7
49179,152.1,35.7
49180,175.2,42
49181,167.9,38.4
49182,150.4,37.4
49184,161,38.4
49186,152.9,32.6
49187,165,38
49188,164.2,38.6
49189,174.8,38.9
49190,148.5,35.2
49193,165.8,40.5
49194,172.6,37.2
49195,158.7,36.6
49196,149.8,29.8
49197,188.4,45.8
49198,164.6,43.8
49199,168.2,38.9
49201,179.6,38.9
49202,131.1,29.4
49203,133.6,32.2
49206,164.6,40.2
49207,149.4,36.3
49208,170.2,37.9
49209,163.7,43.1
49210,145.1,33.1
49211,166,39.4
49212,162.8,38.5
49214,161,29.8
49216,172.3,38.7
49217,172.1,46.5
49219,163,35
49220,149.1,31.2
49221,181.7,45
49222,156.1,35.5
49224,156.8,39
49225,152.1,36.3
49227,161.1,37.7
49228,161,38
49229,172.8,42.5
49230,147.9,33.3
49231,141.7,34.7
49232,137,32.5
49233,153.9,33.1
49234,155.1,34.2
49235,183.7,40.7
49236,176.8,43
49237,137.9,30.1
49238,186.2,50.1
49239,179.1,45.5
49240,149.3,36.6
49241,183.4,43.1
49242,172.6,37.2
49243,161.4,35.6
49244,169.5,42
49245,154.6,33
49246,161.7,36.5
49247,163.2,36
49250,158.7,41.8
49251,168.3,35.2
49252,174.1,36
49253,177.9,41.5
49254,162.3,27.7
49255,165.2,36.8
49256,177,40.1
49258,182.7,47
49259,160.2,39.4
49260,167.2,40.2
49262,180.3,41
49265,154.9,34
49266,149.7,32.5
49268,180.7,40.3
49269,177.4,40
49271,159.6,34.5
49272,159.9,37
49275,161.6,37
49280,162.4,40
49281,179.3,41.5
49285,164,38.5
49286,152.5,36.6
49288,154.3,37.2
49289,152.1,35
49291,157.5,37.1
49292,153.6,36
49294,151.8,32.8
49295,164.5,34.2
49296,176.3,43.5
49297,148.1,34.5
49298,179.4,44.9
49299,179.1,39.2
49301,187.7,44.6
49302,155.4,37.2
49303,176.6,41
49304,164.8,38
49306,164.1,34.2
49307,164.7,35
49308,168.2,40
49310,166.9,36.2
49312,170.7,37.5
49315,165.4,42
49316,156.8,35.1
49317,156.4,37.4
49318,178.6,43.3
49319,190,49.2
49321,171.7,38.7
49322,150.3,35.4
49323,155.8,30.5
49324,173.1,38.8
49325,137.9,31.7
49326,152.2,35.1
49327,168.4,38.5
49328,167.6,40.9
49329,165.3,31
49331,155.1,35
49332,171.3,41.5
49333,169.4,39.9
49334,158.4,28.3
49335,156.8,37.1
49336,161,45.4
49337,163.3,40.8
49338,153,33.1
49339,158.8,36.5
49341,175.9,44
49346,176.7,39.6
49347,155,37.5
49348,167.9,37.5
49349,169.6,39.2
49350,164,40.7
49351,180.2,43
49354,121,27.6
49355,178.8,42
49356,166.1,41.9
49358,157,37.3
49359,166.2,41.3
49360,170.4,43.3
49361,174.1,38.9
49362,157.4,41
49363,184.6,41
49365,158.8,38.2
49366,150,31.1
