index,height,upper_leg
93957,166.5,39.4
93959,171,40.5
93960,175.2,44.5
93963,173.8,40.9
93964,172,37.6
93965,159.5,39
93968,171.8,40.2
93969,163.9,41.9
93970,166.4,38.2
93971,168.7,45.6
93972,186.3,46.8
93973,151.5,35
93974,181.8,45.5
93975,161.4,34.2
93978,168,36
93979,173.9,46
93980,173.8,39.8
93981,157.3,33.5
93982,171.4,39.7
93983,143.6,32.7
93984,160.7,39.5
93985,146.9,32
93987,170,40.4
93988,163.6,39
93989,163.1,37
93990,158.4,35.6
93991,157,39.9
93992,153.5,36.3
93995,161.5,37.6
93997,159.7,35.7
93998,159.1,37.2
93999,166.7,44
94001,158.6,38.2
94002,156.5,39.6
94003,158.2,36.6
94004,159.2,38.5
94006,165.4,39.7
94007,162.3,37.8
94008,160.6,35.4
94009,155,37.4
94010,183.3,41.3
94012,164.8,37.7
94013,174.5,41.4
94015,159.8,35.4
94016,173.7,40.4
94017,170.5,38
94019,163.2,37.7
94021,159.8,36.5
94024,138.5,32.6
94027,165.9,39.7
94028,166.8,38.4
94029,166.2,38.8
94030,193.9,47.2
94031,173.9,42
94032,140.6,31.5
94033,159.7,35.4
94034,144.5,32.1
94035,160.6,40
94036,145.8,32.5
94037,167.7,36.3
94038,162.5,33.5
94039,169,41
94040,169.6,42.2
94041,167.2,42.3
94042,178.7,43.6
94043,167.5,40.1
94044,157.5,37.1
94045,168.5,36.6
94046,170,39
94047,162.3,32.6
94048,171,41.9
94049,143.7,38
94050,171.2,38.6
94051,155.3,38.7
94053,156.6,36.4
94055,165.2,39.9
94056,135.9,33
94057,161.5,35
94058,158.4,35.5
94059,145.4,32.5
94060,175.8,40.6
94061,154.2,35.4
94064,176,41.6
94065,151.4,33
94067,166,40.2
94068,181.8,38.5
94069,183.5,44.8
94070,128.8,30.3
94073,166.8,40
94074,173.2,42
94075,135.9,31.2
94078,173.4,42.7
94080,163.2,36.2
94081,160.1,34.7
94082,158.1,37
94084,148.8,31.4
94086,159,34.4
94087,185.2,48.5
94089,149.6,42.1
94090,153,38
94091,147.4,35.5
94092,171.1,38.6
94093,189.1,46
94094,170,42.6
94095,151.7,29.8
94096,173,39.4
94097,160.1,37.7
94098,163.2,41.2
94099,155.2,35
94101,158,34
94105,162.7,36.9
94106,180.3,41.4
94107,140.6,30.9
94108,165,39.7
94109,159.2,37
94112,162.5,38.4
94113,159,35
94114,187.9,49.2
94116,167.4,37
94118,163.7,38.1
94119,173.5,43.2
94121,160.6,39.8
94124,173,39.8
94125,165.9,40.1
94126,155,32.9
94127,160.4,37
94128,180,49
94130,163.7,43
94131,169.1,38
94132,174.5,42.2
94133,177.1,41.2
94134,156.2,30.8
94135,163.2,40.6
94136,140.4,33.9
94137,153.3,37.1
94138,152.9,32.4
94139,163.3,38.5
94140,169.4,41.4
94141,178.2,42.8
94144,173.5,49.2
94145,157.4,37.6
94148,165.3,39.7
94149,167.3,42.8
94150,162.5,38
94151,173.1,41.1
94152,160.8,36.4
94153,151.1,37.6
94154,145.7,36
94155,178,41.3
94156,150.9,32.6
94157,148.4,33
94158,161.8,33.4
94159,151,35.8
94160,176.7,43.3
94161,177.3,42
94162,156.9,38.5
94163,177.4,44.6
94164,159.4,36.2
94165,142.1,34.2
94166,174.5,42.4
94167,168.7,40.1
94168,157.8,35
94169,170.4,40.3
94171,139.8,33.5
94173,153.1,35.2
94174,148.8,32.1
94175,170.4,37.9
94176,162.1,38.5
94177,145.7,32.6
94178,172,41.5
94181,156.4,39.5
94182,158.2,36.7
94183,186.1,45.2
94184,133.8,32.2
94186,167,42
94187,144.7,34.2
94189,158.3,42
94190,175.3,42.2
94192,154,30
94193,168.8,36.7
94194,132.5,31
94195,156.9,40
94197,147.4,35.5
94198,155.4,37.3
94199,165.6,36.5
94200,155.4,38.9
94201,166.8,38.1
94202,189.9,44.5
94205,153.5,31
94206,169.3,37
94207,166.7,38.7
94208,160.4,38.9
94210,176.1,42
94211,162.8,39.1
94212,148.5,31
94214,159.6,38
94216,162,35.4
94217,186.5,47.9
94219,155.6,35.3
94220,165.3,41.6
94221,154,35
94223,167,39
94225,142.4,32.4
94227,168.3,38
94229,152.3,36
94230,162.9,40.2
94232,184.8,40
94233,175.9,39.2
94234,147.6,35.6
94235,164,38.2
94237,183.7,40.3
94238,160.5,40.2
94241,151.6,34.4
94242,174.6,43.2
94243,170,39
94245,164.6,41.5
94247,172.1,44
94248,161.8,37.2
94249,163.6,39.4
94250,166.7,41
94251,162,36.8
94252,171.3,44.6
94253,160,36.3
94254,132.3,29.5
94255,177,41
94256,136.7,32.8
94257,146.5,38.2
94258,182.6,44.4
94259,166.6,35.9
94260,147,35.4
94261,164.6,35.4
94263,176.8,41.5
94266,159.1,36.6
94267,153.3,35.7
94268,170.2,42
94269,153.6,37.2
94270,162.1,40.6
94271,170.5,41
94272,177.9,45.3
94274,173.3,40
94275,180.6,42.5
94276,153.7,33.3
94277,151.2,35.5
94278,162.9,35.4
94279,168.3,37.1
94280,143.3,34
94281,171.1,36.3
94282,163.6,46.1
94284,172.7,39.7
94285,174.6,37.2
94286,165,43
94287,178.2,45
94290,154.5,38.1
94291,147.2,34
94292,162.7,38.5
94293,176.2,39
94294,152.5,36.2
94295,157.4,38.5
94298,179.9,45.4
94299,165.5,38.2
94300,166.2,37.1
94301,151.7,29
94302,159.9,38
94303,179.7,40.7
94304,167.2,39.4
94305,152.2,34.1
94306,170.2,37.8
94307,147.2,38.1
94308,141.4,35.3
94309,165.1,37.1
94312,168.5,42.5
94314,171.8,39.9
94317,131.3,33.6
94319,172.4,42.2
94320,179.3,44
94321,163.9,38.8
94322,159.6,38.2
94323,160.7,35.5
94324,159,35.8
94325,147,31.5
94328,156.1,34.8
94330,154.5,32.3
94335,160.9,36.1
94336,166.6,35.2
94337,172.9,40.3
94339,162.5,39
94340,187.7,44.2
94341,178.7,42.8
94342,160.3,40
94343,172.1,43.4
94344,124.6,29
94345,174.9,39
94348,175.6,37.2
94349,163.9,39.5
94350,171.4,42.8
94351,166.1,39.8
94352,163.5,36
94353,159.3,36.5
94354,145,35.5
94356,182.1,44
94357,137.5,34.1
94359,164.7,37.5
94360,178.9,39.3
94361,153.5,34.6
94362,157.9,36.4
94364,166.3,41.5
94365,164.1,41
94366,176.6,44.3
94367,131.4,32.5
94368,160.7,41.5
94371,145.8,36.7
94372,175.8,45.5
94373,158.8,40.2
94375,159.7,33.5
94376,170.9,38
94377,181.7,42
94378,150.4,36.8
94379,157.9,39.4
94380,173.9,38.2
94381,163.4,36
94382,165.1,38.4
94385,165.6,39.2
94386,161.4,33.2
94387,163.5,32.9
94388,165.4,43.5
94390,155,37
94392,182,45.2
94393,166.4,39.4
94394,157.4,40.2
94395,170.6,41.5
94398,167.2,44.3
94399,152.1,34.2
94401,162.8,36
94404,156.6,37.7
94405,159.1,31.7
94406,165.7,43.2
94407,161.5,38
94408,173.4,41.7
94409,173.8,43.9
94410,151.6,39
94411,175.3,45
94413,174.6,43.2
94414,169.8,45.5
94415,168,37.4
94416,177.7,37
94418,153.6,34
94419,135.5,30.7
94420,162.9,34.5
94421,143.6,31.7
94423,167,38.8
94424,159.3,35.7
94425,157.7,33.7
94428,164.2,33.5
94429,178.5,44.9
94430,172.1,40
94431,171.7,33.4
94432,161.8,39.6
94433,180.5,41.3
94434,158.6,38.5
94436,174.9,42.3
94438,175.6,43.2
94441,169,40.6
94443,157.5,41.6
94444,173.6,35.9
94445,174,39.6
94446,165.7,37.8
94447,165.6,41.2
94448,175.8,42
94450,179.6,42.1
94453,166.4,39.5
94455,144,34.3
94456,159.2,41.5
94457,164.6,34.2
94459,160.6,31
94460,153.7,35.7
94461,156.1,38.4
94462,151.9,38
94463,162.1,40
94464,183.4,42.5
94465,185.4,42
94467,161.6,36.8
94469,163.3,44.3
94470,170.1,42.8
94471,161.3,38.1
94473,162.4,39.4
94474,183.6,39.6
94476,170.8,37.3
94477,151.7,35.1
94478,163.6,41.5
94479,155.5,31.5
94481,162,39.7
94482,154.2,36.9
94483,160.1,37.3
94486,176.7,43.1
94487,179.2,43.5
94488,159.3,38.2
94490,157.3,36.7
94491,165.3,42.8
94493,168.2,38.3
94494,138.7,33.6
94497,168.6,39
94498,158.2,39.2
94499,160.6,37.2
94500,168.7,40
94501,162.8,37.6
94502,153.3,38
94503,173.6,42.5
94504,191.1,49.4
94506,152.3,35.2
94508,151.7,38.3
94509,168.2,39.6
94510,158.2,33.6
94512,155.4,33.9
94514,126.3,30
94515,148.3,32.7
94516,158.9,41
94517,169,40.5
94519,178.3,41.6
94522,175.2,44
94523,158.2,39.4
94525,157.9,38.3
94526,180.7,48.2
94527,164.2,39.6
94528,162.3,39.3
94530,157.7,39.9
94531,157.6,38.7
94532,155.1,37
94534,160.7,39
94536,153.8,38.5
94537,148.6,39.2
94538,164.8,39.4
94539,165.8,37.6
94540,155.4,37
94541,164.8,42.8
94543,164.1,40.6
94545,180,44.6
94546,164,38.5
94547,151.3,34.1
94549,170.6,42.2
94550,163.1,41
94552,156.4,37.4
94553,150.6,33.5
94554,174.2,39.2
94555,164.4,41.4
94557,156.8,41.9
94558,147.7,33
94559,164.1,40.7
94560,171.1,36.9
94562,184.3,42.9
94563,137.2,34.5
94564,154.6,33
94565,168.4,40.6
94567,176.8,48.3
94568,161.1,30.3
94569,152.7,38
94570,166.6,38.1
94571,167.4,38.5
94572,153.9,37.2
94574,184.7,47.1
94575,161.4,36
94576,159,35
94577,175.9,40.5
94578,168.1,39.4
94579,171.7,42
94583,168.1,41.6
94584,149,34.4
94585,121.6,28
94586,165.1,37.8
94587,158.6,36.2
94589,183.2,44.7
94590,146.8,30.3
94591,178,39.3
94594,163.5,40.1
94595,184.2,44.3
94596,175.8,40.5
94600,164.1,38.5
94601,176.9,43
94605,170.6,43.9
94606,176.4,40
94607,183.4,45.1
94608,182.9,45.4
94609,161.9,35
94610,154.4,38
94611,153.2,33.7
94612,135.6,34.3
94613,157.6,36
94615,165,38
94616,162.2,31.9
94618,176.5,41.7
94619,174.3,38.5
94621,131,31.2
94623,166.5,37.6
94624,159.4,37.3
94625,173.4,45
94626,180.7,45.8
94627,157,36
94630,183.9,48.8
94631,163.8,40.8
94632,165.8,39.9
94633,153.8,38.3
94634,152.5,33
94636,133.4,32.2
94638,177.8,42.8
94640,151.5,35.8
94641,171.6,42.3
94642,160.3,33.9
94644,176.4,42.4
94647,163.3,35.7
94649,174.3,44
94650,157.9,40
94651,155.5,34.2
94652,142.9,32.7
94654,164,39.4
94657,144.6,33.8
94658,125.3,28.6
94659,170.7,45.2
94660,157.4,36.5
94663,160.2,36.6
94664,165.5,38.4
94666,176.8,42.4
94667,130.3,27.5
94669,189.3,45.6
94670,169.9,42.4
94672,157.4,37.5
94673,165.3,41
94674,167.5,40
94676,171.2,37.8
94677,165.3,40.5
94678,171.9,40.2
94679,173.9,38.2
94681,172.2,32
94684,164.7,40.7
94685,164.2,37
94686,172.5,40.6
94687,158,37.9
94688,168.9,39.8
94689,161.9,39
94693,175.3,37.5
94695,165.4,39.5
94696,158.4,34.1
94697,169.1,41.6
94698,159.7,33.4
94699,135,33.5
94700,147.7,34.1
94701,174.2,46
94702,168.1,41
94703,149.3,34
94704,168.5,38.5
94705,147.8,38.4
94706,161.6,42
94708,181.9,43.1
94710,183,45.1
94711,159.6,33.7
94713,159.4,35.5
94716,165,36.1
94719,159.8,36.2
94720,166.3,44.5
94721,171.7,41.2
94722,153,36.4
94723,174.3,43.2
94725,169.2,40.8
94726,169,39.2
94727,159.4,39.3
94729,184.3,43.5
94730,153,34
94731,172.6,42.2
94732,176.3,39.5
94733,135.8,34.4
94734,130.6,30.8
94736,167.4,38.2
94739,175.9,39.9
94740,155.3,36
94742,139.6,32.5
94743,159.7,40
94744,190.1,47.2
94745,179.2,45.3
94747,158.8,37
94748,160.8,36.4
94749,156.8,41.5
94750,160.4,32.7
94751,130.6,31.7
94752,173.4,40.5
94753,154.2,35
94754,155.6,33.5
94755,148.3,30
94757,177,39.2
94760,160.1,38.3
94761,164.3,38.6
94763,187.4,45.3
94764,169.5,41
94765,172,41.2
94766,176.7,45.8
94767,171.3,41
94768,168.4,34.8
94771,164.9,35.6
94772,177.7,45.4
94773,166.7,39.2
94774,157.7,36.5
94775,159.3,41.2
94777,155.5,35.4
94778,141.4,34.2
94779,171.4,41.6
94780,165.4,39.3
94781,129.7,31.8
94782,162.6,38.8
94783,157.8,37
94785,165,34
94786,164.7,38.3
94787,173.2,43.4
94788,158.2,34.8
94789,127.2,28.4
94792,164,34.9
94793,167.8,38.5
94795,160,36.9
94797,153.3,32.7
94799,155.9,37.2
94801,176.4,43.8
94802,166.4,42.2
94804,164,43
94806,161.1,38.5
94807,161.9,39.1
94808,163.5,40.4
94812,168,37.3
94813,153.5,33.6
94814,147.6,34.8
94816,161.4,40
94819,153,33.7
94820,156.4,37.5
94821,185.5,45.7
94822,152.7,41.2
94826,166.3,40.9
94827,132.9,31.2
94829,145.6,33.6
94831,167,38.8
94832,160.1,37.7
94833,166.7,42.5
94834,157.1,33.8
94835,162.5,36.5
94836,156.1,34
94840,161.3,37
94841,157.5,37.9
94842,152.5,37
94844,177,41.3
94847,165.8,37.5
94848,160,37.4
94850,165.1,37.8
94851,140.4,32.6
94852,173.6,43.3
94854,154.1,35.4
94855,168.7,39.3
94856,159,33.5
94857,171.7,43
94858,161,37
94859,159.2,40.1
94860,168.7,40.5
94861,151.9,33.4
94862,163.3,42.3
94863,167.8,37
94864,171.9,42.3
94865,151,39.5
94867,185.1,44.6
94868,187,43.2
94870,166,44.6
94872,178.5,39.8
94873,172.5,41.1
94874,165.6,40
94875,176.7,40.9
94876,150.3,38.5
94877,171.9,38.6
94878,171.5,41.5
94879,175.1,44
94881,165.5,38.3
94882,158.3,36.5
94883,186,47.6
94885,182.2,41.5
94886,171.6,40.7
94887,162.2,39.5
94888,147.9,39.4
94889,148.5,36.9
94890,171.5,37.3
94891,162.5,40.5
94892,184.3,47.1
94894,181.3,44.8
94895,173.5,43.6
94896,165.3,38.2
94898,153.9,32.6
94899,161,39.2
94900,157.3,37
94901,158.5,38.9
94902,152.1,31.2
94903,185.4,42.5
94905,161,39.3
94906,164.4,40.2
94907,151.3,36.3
94908,171.1,42
94909,180.4,40.8
94910,176.4,45.1
94911,141.6,34.6
94912,139.6,34.1
94914,149.5,33.7
94915,150,37
94916,161.1,38
94917,142.7,35.4
94918,180.7,41.8
94920,152.5,37.9
94921,151.1,34
94922,169.8,41.2
94923,172.3,44
94924,158.1,35.3
94925,142.9,34.5
94926,171.8,38.3
94927,154.4,36
94928,136.7,33.3
94929,170.5,35.5
94930,155.9,28.3
94931,161.7,35.7
94933,159.1,32.3
94934,152.4,35.8
94935,163.6,41
94936,156.5,41.7
94938,154.1,33
94939,185.5,48.6
94941,179.2,48.1
94944,158.6,37
94945,181.3,39.4
94946,188.5,42.6
94947,121.5,29.2
94950,141.4,38.1
94951,148.2,33.1
94952,155.6,33.4
94953,155.3,34.9
94954,171.7,42
94956,157.1,37.3
94957,175.3,39.3
94958,155.1,38
94959,174,45.6
94960,186.5,41.7
94961,171.5,44.7
94962,157.2,33.4
94964,161.3,34.6
94965,169.7,43.8
94966,184.8,43.6
94967,163.5,39.3
94968,195,50.5
94969,182.4,46
94970,168.4,38.3
94971,142.7,34.4
94972,171.6,35.7
94975,161.9,40
94976,168.5,39
94977,159,33.1
94979,165.8,34.2
94980,156.7,35.5
94982,168.3,40
94983,165.6,38.4
94986,158.7,35.2
94987,163.3,30.7
94989,175.9,41
94990,179,41
94991,194.5,49.8
94993,144.4,34.5
94994,147,37.1
94995,170,40.4
94997,159.1,37.1
94998,175.9,40.7
95000,150.6,35.2
95001,160.3,36.5
95002,170.8,41.5
95004,185.8,47.7
95005,170.8,44.9
95006,146.5,35.4
95007,162.1,34.5
95008,145.3,35
95009,170.9,41.8
95011,162,33.6
95013,178.7,41
95014,177.1,42.2
95016,175.5,37.6
95019,178.3,40
95020,147.6,33.1
95022,162.3,43.6
95023,146.2,35.2
95024,176.2,44.1
95025,183.7,39.3
95026,185.1,46.8
95027,149.3,35.2
95028,178.5,42
95029,165.5,39.1
95030,173.9,42.6
95031,169.1,34
95032,152.6,37.5
95033,154.7,36.9
95034,158.3,39.8
95035,188.4,45.8
95036,181.8,43
95037,163.9,40.1
95039,160.3,37.8
95040,168.5,37.4
95041,144.1,28.2
95042,153.9,31
95043,164.8,37.2
95044,158.9,33.3
95045,162.3,37
95047,187.4,41
95048,176.8,45.3
95051,184.1,42
95052,165.3,39.9
95053,170.9,32.4
95054,164.7,39
95055,182.3,40
95056,171.3,45.6
95057,171.4,36
95059,177.9,35.5
95060,144.9,30.6
95061,172.4,42.9
95062,164.7,43.1
95063,168.2,38.1
95064,167.5,39.9
95066,158,36.8
95067,161.1,40
95068,158.3,36
95069,172.9,39.1
95070,173,40.6
95071,149.2,36
95072,167.3,39.6
95073,163.3,33.4
95074,163,38
95075,157.1,40.2
95077,173.1,40.9
95080,164.3,40.4
95081,142.5,33
95083,171.3,40.5
95087,122.9,27.8
95088,148.9,32.6
95089,173,41.6
95090,171.1,43.8
95091,167.5,43
95092,146.8,34.6
95093,163.9,34
95094,143.3,32.9
95095,151.5,35.2
95096,179.9,41.5
95097,161.4,34.3
95098,177.7,41.8
95099,150.6,32.7
95100,164.8,38
95101,159.6,35.4
95102,156.5,37.8
95103,179.2,43.9
95105,171.8,42.1
95106,166,45.2
95110,161.1,34.4
95111,162.6,40
95112,155.8,39.1
95113,160.7,44
95114,170.1,38.4
95115,157.1,40.2
95116,171.7,39
95117,126.1,26.1
95118,170,39
95120,130.2,30.2
95121,150.6,34.2
95123,152.8,37.8
95124,176.6,43.2
95126,159.1,33.5
95127,172.3,41.6
95128,151.1,36
95131,178,41
95132,130.8,33.3
95134,172.3,37.1
95136,133.5,34.1
95137,169.1,39.7
95138,153.1,33.5
95140,163,39.8
95143,154.2,35
95146,138.3,31.1
95148,161.5,33.1
95149,153,35
95150,157,38.3
95151,153.7,32
95152,175.2,48.8
95153,158.4,38.5
95154,139,32.8
95155,165.1,35.5
95158,156.5,39.4
95159,152.9,35.9
95160,172.4,41.6
95161,159.4,37.3
95162,185.3,44.6
95163,169.4,42.5
95165,161.3,40
95167,154.7,36.3
95168,172.8,40.9
95169,145.4,31.1
95170,163.4,36.4
95171,168.5,36.5
95172,155.1,35.9
95173,170.5,42
95174,158.2,36
95176,145.1,36.4
95179,161.6,37.8
95181,178.7,41.5
95182,172.8,42.5
95183,157.4,36.5
95184,158.4,41.7
95185,170.3,44
95186,158.4,37.2
95187,144.1,41.6
95188,149.8,35.2
95189,169.4,40
95190,155.9,40.5
95191,143.7,29.9
95192,170.6,43
95193,142.7,34.9
95194,173.8,41.1
95195,169.1,36.9
95197,178.7,40.3
95198,163.5,42
95199,161.8,40.3
95200,153.3,34.5
95201,155.2,36.7
95202,173.5,40.9
95203,178.4,45.3
95206,165.8,40.8
95207,163.1,35
95208,171.4,41.6
95209,170,41.4
95210,174.9,40
95211,151.8,36.5
95213,170.8,42.1
95214,172.1,41.8
95215,163.8,33
95216,172,37.5
95218,161.4,37
95220,154.2,33
95221,156.8,37.1
95222,154.7,37.4
95223,168.7,38.9
95224,166.4,40.4
95226,138.3,32.7
95227,175.8,40.1
95228,175.8,42.7
95231,180.4,44.5
95232,147.7,37.6
95233,157.5,37.2
95236,150.5,35.3
95237,177.1,41.5
95238,177.2,37
95239,155.9,37.8
95242,152.8,34.3
95243,153.9,38.2
95244,164.5,36.8
95247,157.9,33.4
95249,164.8,36
95251,162,36
95252,191.3,41.4
95253,134.6,32.6
95255,161.7,38
95256,157.6,36.5
95257,157.5,42
95258,172.9,36.5
95259,173.2,39.6
95260,176.9,43.5
95261,158.8,34.6
95262,165.8,41.8
95266,160.5,39
95268,177.5,41.3
95269,177,43.2
95272,148.5,35
95273,180.9,46.3
95274,162.9,36
95275,160.9,38.3
95276,180.1,46
95278,168.1,34.5
95279,174.4,41.3
95280,153.5,35.6
95281,164.6,38.4
95283,175.9,44.2
95284,153.9,37.8
95286,155.6,37.8
95287,162.4,35.6
95288,168.4,40.9
95289,147.6,35.5
95292,136.8,31.4
95293,165.6,40.4
95296,168.8,40
95297,172.8,41.4
95298,173.1,43.5
95302,146.5,32.7
95303,165.1,38
95305,157.1,38.5
95307,177.1,45.5
95308,166.2,39
95311,150.5,38
95312,168.3,44.2
95313,159.6,36.8
95314,144,36.6
95315,155.6,35
95316,183,41.5
95318,165.5,42.5
95319,152.7,32.5
95321,176.5,45.6
95323,177.8,43.5
95324,179.8,41.5
95325,167.7,36.2
95326,178,40
95328,152.1,36
95329,166.9,38
95330,175.1,37.5
95331,141.8,33.4
95332,147.2,32.5
95333,167.7,43
95334,159.9,37
95336,132.1,32.1
95337,157.6,37.5
95338,173,42.1
95342,163.7,36.8
95344,149.4,37
95345,162,39.4
95346,157.9,41
95348,163.8,40.3
95350,174.6,46
95351,155.2,38
95352,162.8,35.5
95353,166.4,39
95354,133.8,31.3
95355,165.6,39.5
95356,160.2,37.1
95357,157.4,36.5
95358,155.3,39.2
95360,166.3,40.1
95361,166.2,36.7
95362,150.9,34
95364,170.7,39.6
95366,158.4,38.1
95367,155.4,32.2
95369,168,39.4
95372,179.5,40.5
95373,171.7,43
95374,161.4,35.4
95375,169.4,42
95377,178.2,43.7
95379,172.7,40.4
95380,177.7,43.5
95381,170.7,38.2
95382,166.8,42.5
95385,168.3,39.8
95387,179.3,48
95388,160.4,40.5
95389,174.3,40.7
95391,145.5,33.3
95392,170.5,42.2
95393,154.6,38.1
95394,170.8,40.5
95396,163.2,38.9
95397,176.2,39.3
95399,163.2,42
95402,194,46.6
95405,151.7,36.2
95406,167.7,40.2
95408,133,32.8
95410,169,41.1
95412,179.4,50.1
95413,174.1,39.5
95414,175.9,44.4
95415,153.9,36.1
95416,162.3,39.4
95417,166.2,37
95418,180.9,40
95419,168.4,39.5
95420,150.8,33.7
95421,165,39.3
95422,170.8,40.4
95423,165.5,38
95424,187.9,47.1
95425,174.2,42
95427,173.6,39.7
95429,155.3,33.3
95432,163.5,38.3
95433,158.8,37.1
95435,161.7,39.8
95436,156.5,33.8
95437,168.6,39
95442,173.8,41.3
95444,154.1,36.6
95445,162.1,37.7
95446,168.5,41.9
95447,160.1,32
95448,165.4,36.9
95449,166.9,42
95450,176.4,41.8
95452,170.8,40.9
95453,167.2,41.6
95454,172.6,38.2
95455,162.7,42.6
95457,158.4,38.8
95458,144.9,34.5
95459,174.3,40.8
95460,161.3,36.4
95461,117.4,27.9
95463,167.9,40
95465,150,32.5
95466,182,44.3
95467,151.6,33.6
95468,181.9,42.7
95469,177,40.5
95471,165.5,40.2
95472,172.6,40.5
95473,184.1,45
95475,138.1,34.8
95476,133.5,32.4
95477,162.6,39.5
95478,153,38
95479,163.5,36.8
95480,170.9,39.4
95481,172.4,42
95484,171.3,45.5
95485,175.6,39.4
95486,167.9,39.1
95487,177.9,44.5
95488,163,42.5
95489,133.5,29.9
95490,173,43
95493,164.6,43.4
95495,166.6,37.3
95496,149.3,37
95499,181.9,48.8
95501,159.8,38.9
95503,174.6,40.1
95504,155.9,33.1
95505,171,39.1
95506,165.7,40
95508,193.1,46.6
95509,165.2,36.3
95510,154.2,35.7
95514,175.5,44
95515,190,49
95516,172.2,40.6
95518,177.9,46
95519,158.9,36
95521,164.5,38.4
95522,164.6,40
95523,133.4,33.3
95525,168.1,36.8
95527,170.1,35.3
95531,177.6,40.1
95533,166.9,40.2
95535,189.6,45.6
95536,160.2,39.8
95537,166.5,42.8
95539,181.1,43
95540,155,34
95541,160.5,31.1
95542,158,42.9
95543,157.7,34.3
95544,178.1,41.6
95545,163,38.1
95546,163.1,39
95547,172.1,40
95548,179.3,40.5
95549,155.3,33.6
95550,178.1,41.9
95551,138.3,31.2
95553,189.4,44.9
95555,180,40.1
95556,182.8,46
95557,159.7,38.2
95559,158.9,35.5
95561,171.9,46.4
95563,173,43.2
95564,146.5,36.6
95565,171.3,39.6
95566,166.8,39.7
95568,166,38
95569,160.6,41
95571,161.4,34.9
95572,168.9,40.3
95573,176.1,42.8
95574,176.5,39.5
95575,178.1,41.1
95576,155.8,37
95577,156.1,36
95578,153.4,34.3
95581,148.8,30.5
95582,160.8,36.5
95583,157.8,35
95584,136.9,32.7
95585,180.9,44.4
95586,161.2,38.2
95587,170.6,33.4
95588,168.7,39.3
95589,159.9,37.2
95590,170.6,40.2
95591,150.3,34.8
95592,167.3,40.6
95594,176.6,43.9
95595,163,34
95596,159.3,37.4
95597,175.4,39.6
95598,174.1,42.9
95599,186,45.5
95601,168.8,37.1
95602,168.1,42.7
95604,169.7,41.8
95607,170,40.6
95609,155,38.8
95610,151.6,36.4
95611,177.2,40.8
95612,181,46.7
95613,134.3,29.2
95615,167.1,36.2
95616,159.7,40
95617,175.5,39.6
95618,167.4,44.8
95619,173.4,44.8
95621,163.7,36
95622,167.4,39
95623,152.7,33.8
95625,177.2,42.3
95626,159,36
95628,166.2,38.8
95631,152.2,38.4
95633,157.9,28.1
95634,181.6,45
95636,151.6,35.5
95637,171.3,39.6
95638,153.9,32.4
95639,169.4,38.5
95640,176.8,45
95641,165,32
95642,161.9,37.1
95643,179.5,42
95644,154.3,35.3
95645,150.1,34.1
95647,136.2,33
95648,177.2,44.5
95649,167.1,40.5
95652,159.7,36.6
95654,164.6,40
95655,183.6,47.2
95656,167.2,37
95657,190.9,44.9
95658,188.4,41.2
95659,180,44.9
95662,151.2,33.4
95663,176.3,41.5
95664,188,44.6
95665,175.7,42
95666,170.7,38.2
95668,165.6,34
95669,161.3,39.5
95671,151.8,33.7
95672,183.5,42.3
95673,166.2,37.2
95674,185.4,45.9
95675,167.6,40.9
95676,168.9,39.2
95677,136.2,34.3
95678,173.1,41.5
95679,177.1,41.5
95680,151,33.6
95681,155.9,35.2
95684,164.7,36.6
95685,170.4,42
95686,168.9,42
95687,173.6,41.4
95688,129.7,30.3
95689,176.6,36.3
95690,169.4,36.7
95692,153.3,36.4
95694,153.5,36.8
95696,159.1,41.1
95699,160.8,43
95700,148.8,31.8
95701,132.7,32.7
95702,157.5,35
95703,180.4,47
95704,163.1,38.4
95705,179.8,43.7
95708,185.5,45.3
95709,153.4,37.1
95710,174.8,40.5
95711,158.9,35.9
95712,147.7,33.7
95713,181,46.8
95714,163.5,36.4
95715,153.8,38.2
95716,153.7,33.7
95717,177.1,39
95718,172.5,40
95719,173,43
95720,167.8,39
95721,147.2,32.5
95722,164.6,40
95723,152.9,36.1
95726,167.5,42
95727,161.5,36.2
95729,148.8,25
95731,153.5,35
95732,149.1,38
95734,159.1,33.6
95735,137.2,30.2
95736,188.2,43.4
95738,166.8,41.5
95741,163.2,38
95742,136.5,30.8
95744,160.1,37.5
95745,164.1,39.7
95747,137.2,32.8
95748,180.9,46.6
95749,157.1,35.4
95752,168.1,38.6
95754,176.1,40.8
95756,175.6,41
95757,168.8,43.1
95758,174.5,46.5
95760,178.5,47.4
95761,162.1,42.4
95762,183.6,46.2
95763,169.8,41.6
95765,157.7,36.8
95766,163.9,40.9
95767,171.7,40
95768,163.5,35.2
95769,182.6,40.7
95770,171.6,41.4
95771,163.7,39.2
95772,157.1,35.3
95773,161.7,40.9
95774,134,31.4
95775,155.3,38
95776,160.7,41.9
95777,161.1,31.8
95780,151.4,35.8
95782,162.6,39.1
95783,169.4,41
95785,172.9,39
95787,180.1,41.4
95788,163.9,36.6
95789,166,38.2
95791,160.5,35.8
95792,172.5,43
95793,150.7,35.2
95794,170.9,40.2
95798,159.4,26.8
95799,168,39.6
95801,141.1,34.6
95802,173.1,41.2
95803,180,43.4
95806,141.6,34.2
95807,161.4,38.2
95808,163.9,37.5
